IT_NO ID TOTAL_ASSETS LIQUIDITY LOANS MORTGAGES DEPOSITS CENTRALBANK_DEBT EQUITY
661 157 75914.795816 0.000000 23622.386107 52292.409708 331096.928490 933240.979582 -1188423.112256
661 156 79867.522672 0.000000 22528.340737 57339.181936 310728.522001 890302.748039 -1121163.747368
721 157 75506.632298 0.000000 23622.386107 51884.246191 376243.367589 933358.020975 -1234094.756265
721 156 78722.118978 0.000000 22528.340737 56193.778242 352494.771083 891358.455441 -1165131.107546
781 157 74580.201827 0.000000 23622.386107 50957.815720 421085.279884 933509.736831 -1280014.814887
781 156 77276.520787 0.000000 22528.340737 54748.180050 393628.252376 892465.625819 -1208817.357408
841 157 73551.207824 0.000000 23622.386107 49928.821717 466206.259656 891578.543600 -1284233.595432
841 156 75678.839414 0.000000 22528.340737 53150.498678 435278.992043 853507.243277 -1213107.395907
901 157 72346.540182 0.000000 23622.386107 48724.154075 512964.908152 848587.130709 -1289205.498678
901 156 75133.547917 0.000000 22528.340737 52605.207181 478986.380986 813266.270292 -1217119.103361
961 157 71811.214987 0.000000 23622.386107 48188.828880 559719.694053 805395.264180 -1293303.743245
961 156 74414.806062 0.000000 22528.340737 51886.465325 522726.965919 772956.150218 -1221268.310075
1021 157 70215.406899 0.000000 23622.386107 46593.020792 607027.554705 761516.340693 -1298328.488498
1021 156 72967.604036 0.000000 22528.340737 50439.263300 566285.883646 732628.575268 -1225946.854879
1081 157 65628.978569 0.000000 23622.386107 42006.592462 653347.677858 717530.052149 -1305248.751437
1081 156 64506.250784 0.000000 22528.340737 41977.910047 607987.385705 692203.249135 -1235684.384056
1141 157 63727.435266 0.000000 23622.386107 40105.049159 699363.107257 673753.469271 -1309389.141261
1141 156 63348.040033 0.000000 22528.340737 40819.699296 651595.928310 650874.512275 -1239122.400552
1201 157 63463.324409 0.000000 23622.386107 39840.938301 746577.421882 629304.923911 -1312419.021384
1201 156 63165.096810 0.000000 22528.340737 40636.756073 694774.022650 610428.242875 -1242037.168715
1261 157 63282.880386 0.000000 23622.386107 39660.494279 793872.532734 584638.303844 -1315227.956192
1261 156 62981.010191 0.000000 22528.340737 40452.669455 738270.743488 569461.115629 -1244750.848926
1321 157 63269.087259 0.000000 23790.164777 39478.922482 841191.379428 539892.393504 -1317814.685674
1321 156 63299.109042 0.000000 23031.676747 40267.432295 782283.728485 528276.224600 -1247260.844043
1381 157 63086.380638 0.000000 23790.164777 39296.215861 888637.626032 494626.945864 -1320178.191258
1381 156 63280.492820 0.000000 23199.455417 40081.037403 825761.313572 487083.364175 -1249564.184926
1441 157 62585.709359 0.000000 23790.164777 38795.544581 935468.010279 449435.536911 -1322317.837831
1441 156 63260.711630 0.000000 23367.234088 39893.477543 869847.237896 445075.571040 -1251662.097305
1501 157 62412.330982 0.000000 23957.943448 38454.387534 982726.824265 403919.497009 -1324233.990292
1501 156 63239.758191 0.000000 23535.012758 39704.745433 913333.729662 403456.542327 -1253550.513798
1561 157 62228.443145 0.000000 23957.943448 38270.499697 1029723.353726 358428.494985 -1325923.405567
1561 156 62892.941103 0.000000 23535.012758 39357.928345 957392.315255 360732.011401 -1255231.385553
1621 157 61887.260656 0.000000 23957.943448 37929.317208 1076553.486069 312720.616604 -1327386.842017
1621 156 62702.602521 0.000000 23535.012758 39167.589763 1001262.138957 318141.265824 -1256700.802260
1681 157 61701.831839 0.000000 23957.943448 37743.888391 1123784.804262 266540.572157 -1328623.544579
1681 156 62445.782164 0.000000 23702.791428 38742.990736 1045013.739766 275390.985207 -1257958.942809
1741 157 61515.244091 0.000000 23957.943448 37557.300644 1170730.591648 220415.158293 -1329630.505850
1741 156 62099.600314 0.000000 23702.791428 38396.808886 1088773.467692 232331.001197 -1259004.868575
1801 157 60481.388976 0.000000 23957.943448 36523.445529 1217204.420783 173686.746002 -1330409.777809
1801 156 61599.933346 0.000000 23702.791428 37897.141918 1132343.771188 189095.108641 -1259838.946483
1861 157 60143.690012 0.000000 23957.943448 36185.746564 1264077.123111 127027.305603 -1330960.738702
1861 156 60949.125989 0.000000 23702.791428 37246.334561 1175736.325715 145673.402652 -1260460.602378
1921 157 59806.405238 0.000000 23957.943448 35848.461790 1311104.749277 79981.846857 -1331280.190895
1921 156 60606.372015 0.000000 23702.791428 36903.580587 1219619.337053 101854.329295 -1260867.294333
1981 157 59242.315773 0.000000 23957.943448 35284.372326 1357963.117694 32646.037507 -1331366.839427
1981 156 60112.521291 0.000000 23702.791428 36409.729863 1262965.290558 58204.263866 -1261057.033133
2041 157 73270.084325 15041.117917 23957.943448 34271.022960 1404490.888898 0.000000 -1331220.804573
2041 156 59168.582338 0.000000 23702.791428 35465.790910 1306084.448912 14117.635152 -1261033.501726
2101 157 119071.262172 62522.522135 23957.943448 32590.796589 1449991.012976 0.000000 -1330919.750804
2101 156 88219.411191 30225.428115 23702.791428 34291.191647 1349014.524122 0.000000 -1260795.112931
2161 157 165911.349913 110133.366494 23957.943448 31820.039971 1496538.190498 0.000000 -1330626.840585
2161 156 132056.683445 74842.619401 23702.791428 33511.272616 1392549.215508 0.000000 -1260492.532063
2221 157 213240.159010 157634.436470 23957.943448 31647.779092 1543578.282057 0.000000 -1330338.123047
2221 156 175157.098917 119236.605085 23702.791428 32217.702403 1435353.474251 0.000000 -1260196.375335
2281 157 259286.953613 205329.215112 23957.943448 29999.795053 1589341.142718 0.000000 -1330054.189105
2281 156 218776.522603 163769.862088 23702.791428 31303.869086 1478685.277597 0.000000 -1259908.754994
2341 157 305287.532604 252913.793127 23957.943448 28415.796029 1635067.837372 0.000000 -1329780.304768
2341 156 261007.089512 208080.339733 23702.791428 29223.958350 1520634.689254 0.000000 -1259627.599743
2401 157 352106.546565 300706.339560 23957.943448 27442.263557 1681621.879966 0.000000 -1329515.333401
2401 156 304172.827657 252515.828946 23702.791428 27954.207283 1563531.820106 0.000000 -1259358.992449
2461 157 397537.322159 348262.433537 23957.943448 25316.945175 1726795.147834 0.000000 -1329257.825675
2461 156 346141.760083 296854.790629 23702.791428 25584.178026 1605242.216939 0.000000 -1259100.456856
2521 157 443581.414595 395965.506312 23957.943448 23657.964835 1772594.338777 0.000000 -1329012.924182
2521 156 387888.547652 341379.753498 23702.791428 22806.002725 1646743.415133 0.000000 -1258854.867482
2581 157 489454.397496 443385.669932 23957.943448 22110.784116 1818231.319654 0.000000 -1328776.922158
2581 156 430701.961690 385854.645539 23702.791428 21144.524723 1689329.086020 0.000000 -1258627.124330
2641 157 533934.171169 491023.095626 23957.943448 18953.132095 1862489.229334 0.000000 -1328555.058165
2641 156 472995.197491 430445.255489 23702.791428 18847.150573 1731405.662509 0.000000 -1258410.465018
2701 157 580027.887273 538634.779129 23957.943448 17435.164696 1908375.586724 0.000000 -1328347.699451
2701 156 514239.375167 474728.627647 23702.791428 15807.956092 1772448.502759 0.000000 -1258209.127592
2761 157 624770.142456 586215.473560 23957.943448 14596.725448 1952926.701619 0.000000 -1328156.559163
2761 156 556034.141824 519375.968860 23702.791428 12955.381536 1814062.445530 0.000000 -1258028.303706
2821 157 670948.928460 633649.365683 23957.943448 13341.619330 1998927.471094 0.000000 -1327978.542633
2821 156 598608.663275 563837.132399 23702.791428 11068.739448 1856472.243972 0.000000 -1257863.580698
2881 157 716929.708179 681369.538403 23957.943448 11602.226328 2044738.934695 0.000000 -1327809.226516
2881 156 641541.475530 608344.995323 23702.791428 9493.688779 1899250.441372 0.000000 -1257708.965842
2941 157 762029.383111 728845.301620 23957.943448 9226.138044 2089680.478695 0.000000 -1327651.095584
2941 156 683102.448739 652764.287767 23702.791428 6635.369544 1940668.289274 0.000000 -1257565.840535
3001 157 808478.435456 776497.232016 23957.943448 8023.259992 2135983.225595 0.000000 -1327504.790139
3001 156 725919.807873 697340.393015 23702.791428 4876.623431 1983360.090650 0.000000 -1257440.282777
3061 157 852457.769082 823951.088957 23957.943448 4548.736677 2179829.773103 0.000000 -1327372.004020
3061 156 769761.081746 741781.591734 23702.791428 4276.698584 2027083.192771 0.000000 -1257322.111025
3121 157 898782.536066 871717.625859 23957.943448 3106.966759 2226041.006664 0.000000 -1327258.470598
3121 156 812500.130356 786243.090477 23702.791428 2554.248451 2069710.772936 0.000000 -1257210.642580
3181 157 944363.645326 919283.416042 23957.943448 1122.285837 2271515.797700 0.000000 -1327152.152375
3181 156 855970.639171 830572.355955 23702.791428 1695.491787 2113078.786597 0.000000 -1257108.147427
3241 157 990903.351577 966945.408125 23957.943448 0.000004 2317959.816525 0.000000 -1327056.464948
3241 156 899120.014211 875138.399516 23702.791428 278.823267 2156132.187990 0.000000 -1257012.173780
3301 157 1038321.588713 1014363.645262 23957.943448 0.000004 2365288.211373 0.000000 -1326966.622660
3301 156 943594.952777 919615.218040 23702.791428 276.943309 2200516.498444 0.000000 -1256921.545666
3361 157 1085860.709228 1061902.765776 23957.943448 0.000004 2412737.489600 0.000000 -1326876.780372
3361 156 988006.924598 964304.133170 23702.791428 0.000000 2244839.007832 0.000000 -1256832.083233
3421 157 1133342.812423 1109384.868972 23957.943448 0.000004 2460129.750507 0.000000 -1326786.938084
3421 156 1032419.877064 1008717.085635 23702.791428 0.000000 2289163.074829 0.000000 -1256743.197765
3481 157 1181113.144240 1157155.200788 23957.943448 0.000004 2507810.240036 0.000000 -1326697.095796
3481 156 1076877.580892 1053174.789463 23702.791428 0.000000 2333531.893189 0.000000 -1256654.312298
3541 157 1228554.321864 1204596.378412 23957.943448 0.000004 2555161.575372 0.000000 -1326607.253508
3541 156 1121331.458928 1097628.667500 23702.791428 0.000000 2377896.885758 0.000000 -1256565.426830
