IT_NO ID TOTAL_ASSETS LIQUIDITY LOANS MORTGAGES DEPOSITS CENTRALBANK_DEBT EQUITY
661 156 74471.258767 0.000000 24209.806127 50261.452640 307821.517679 892054.356540 -1125404.615453
721 157 74334.732994 0.000000 23885.581026 50449.151969 376989.633017 932621.788999 -1235276.689022
721 156 73221.449306 0.000000 24209.806127 49011.643179 350174.674833 892853.573006 -1169806.798533
781 157 71695.102142 0.000000 23213.914359 48481.187783 422269.255459 932399.306371 -1282973.459688
781 156 70497.651408 0.000000 24209.806127 46287.845281 392410.171112 893697.244060 -1215609.763764
841 157 71111.281614 0.000000 23213.914359 47897.367255 467719.037631 890184.799907 -1286792.555923
841 156 69742.998138 0.000000 24209.806127 45533.192011 434658.842825 854436.080226 -1219351.924913
901 157 70495.402371 0.000000 23213.914359 47281.488012 515016.296918 846748.480487 -1291269.375033
901 156 69142.874047 0.000000 24209.806127 44933.067920 478726.681543 814072.556135 -1223656.363631
961 157 69607.999738 0.000000 23213.914359 46394.085379 562070.548064 803184.268904 -1295646.817230
961 156 68949.767187 0.000000 24209.806127 44739.961060 522818.469044 773486.406307 -1227355.108164
1021 157 69406.625287 0.000000 23213.914359 46192.710928 609243.991164 759448.357485 -1299285.723362
1021 156 67515.557844 0.000000 24209.806127 43305.751717 566740.456203 732791.579090 -1232016.477449
1081 157 63709.710147 0.000000 23213.914359 40495.795788 654187.595176 716527.245418 -1307005.130447
1081 156 60108.115636 0.000000 24209.806127 35898.309509 610467.928653 690909.298827 -1241269.111844
1141 157 61328.930185 0.000000 23213.914359 38115.015826 699263.833040 673061.029291 -1310995.932146
1141 156 57355.758538 0.000000 24209.806127 33145.952411 653264.325192 648992.482690 -1244901.049344
1201 157 60915.567543 0.000000 23213.914359 37701.653184 747417.280329 627776.677547 -1314278.390333
1201 156 57206.662345 0.000000 24209.806127 32996.856218 696554.118972 608500.608360 -1247848.064987
1261 157 60744.816217 0.000000 23213.914359 37530.901858 794735.503757 583103.898670 -1317094.586210
1261 156 57057.166688 0.000000 24209.806127 32847.360561 740674.535939 566976.181653 -1250593.550904
1321 157 60740.776367 0.000000 23381.693029 37359.083337 841706.145256 538723.116498 -1319688.485388
1321 156 56906.736683 0.000000 24209.806127 32696.930556 784964.519835 525074.565884 -1253132.349036
1381 157 60735.662650 0.000000 23549.471699 37186.190950 888909.071532 493887.516468 -1322060.925350
1381 156 56923.145160 0.000000 24377.584797 32545.560363 829504.233954 482881.490483 -1255462.579276
1441 157 60561.689686 0.000000 23549.471699 37012.217986 936478.005359 448293.323047 -1324209.638720
1441 156 56770.828904 0.000000 24377.584797 32393.244107 873748.933849 440604.056089 -1257582.161034
1501 157 60228.968657 0.000000 23549.471699 36679.496958 983644.611360 402716.155775 -1326131.798478
1501 156 56785.339341 0.000000 24545.363467 32239.975874 918141.624189 398135.022747 -1259491.307595
1561 157 60053.569565 0.000000 23549.471699 36504.097865 1030879.378130 357002.013317 -1327827.821882
1561 156 56798.891852 0.000000 24713.142138 32085.749715 962722.231851 355265.097747 -1261188.437747
1621 157 59877.074228 0.000000 23549.471699 36327.602528 1078456.762888 310716.682158 -1329296.370818
1621 156 56811.480449 0.000000 24880.920808 31930.559642 1006869.912207 312613.121259 -1262671.553017
1681 157 59867.254465 0.000000 23717.250370 36150.004096 1125729.565158 264672.285502 -1330534.596194
1681 156 56655.320439 0.000000 24880.920808 31774.399631 1051362.114476 269234.955135 -1263941.749172
1741 157 59688.546042 0.000000 23717.250370 35971.295673 1172981.106395 218250.520055 -1331543.080407
1741 156 56343.573456 0.000000 24880.920808 31462.652648 1095624.964102 225715.287270 -1264996.677916
1801 157 59508.720692 0.000000 23717.250370 35791.470322 1220540.049391 171289.244021 -1332320.572721
1801 156 56186.229736 0.000000 24880.920808 31305.308928 1139833.122903 182188.416154 -1265835.309321
1861 157 59327.771433 0.000000 23717.250370 35610.521063 1267900.114821 124292.039174 -1332864.382563
1861 156 55645.259242 0.000000 24880.920808 30764.338434 1183760.989962 138342.039787 -1266457.770507
1921 157 58599.932420 0.000000 23717.250370 34882.682050 1314803.326184 76971.262418 -1333174.656182
1921 156 55107.219707 0.000000 24880.920808 30226.298899 1227703.587398 94268.010751 -1266864.378442
1981 157 58268.052611 0.000000 23717.250370 34550.802241 1362125.319747 29395.288906 -1333252.556043
1981 156 54799.368074 0.000000 24880.920808 29918.447266 1271763.657634 50089.211114 -1267053.500674
2041 157 75597.101031 18489.264571 23717.250370 33390.586090 1408693.013685 0.000000 -1333095.912653
2041 156 54642.817325 0.000000 24880.920808 29761.896517 1316003.259401 5663.210905 -1267023.652981
2101 157 122703.836714 66447.177489 23717.250370 32539.408855 1455502.903361 0.000000 -1332799.066647
2101 156 93072.089219 38961.529638 24880.920808 29229.638774 1359845.684764 0.000000 -1266773.595544
2161 157 169752.344082 114415.275030 23717.250370 31619.818683 1502261.441788 0.000000 -1332509.097706
2161 156 136910.026173 83701.408284 24880.920808 28327.697081 1403409.662801 0.000000 -1266499.636628
2221 157 217035.348110 162314.311320 23717.250370 31003.786420 1549258.503458 0.000000 -1332223.155348
2221 156 180578.850053 128413.341508 24880.920808 27284.587738 1446809.532818 0.000000 -1266230.682764
2281 157 263465.505442 210474.996778 23717.250370 29273.258294 1595409.242645 0.000000 -1331943.737203
2281 156 224313.037047 172960.632237 24880.920808 26471.484003 1490281.123340 0.000000 -1265968.086293
2341 157 309503.067848 258446.791195 23717.250370 27339.026283 1641178.133287 0.000000 -1331675.065439
2341 156 267778.931457 217599.807335 24880.920808 25298.203314 1533491.186093 0.000000 -1265712.254636
2401 157 355949.732969 306432.043292 23717.250370 25800.439307 1687368.044921 0.000000 -1331418.311952
2401 156 310062.814049 262322.531425 24880.920808 22859.361816 1575527.216372 0.000000 -1265464.402324
2461 157 401670.827020 354341.424745 23717.250370 23612.151905 1732843.224867 0.000000 -1331172.397847
2461 156 352967.242629 307024.119487 24880.920808 21062.202334 1618198.204639 0.000000 -1265230.962011
2521 157 448385.420436 402297.078508 23717.250370 22371.091559 1779324.978441 0.000000 -1330939.558005
2521 156 395292.079174 351776.441911 24880.920808 18634.716456 1660301.421703 0.000000 -1265009.342529
2581 157 494032.377681 450235.862431 23717.250370 20079.264881 1824746.380846 0.000000 -1330714.003165
2581 156 436666.964007 396448.627502 24880.920808 15337.415697 1701473.669271 0.000000 -1264806.705264
2641 157 539829.135998 498252.328099 23717.250370 17859.557529 1870333.804922 0.000000 -1330504.668925
2641 156 479451.357794 441140.138021 24880.920808 13430.298966 1744072.708672 0.000000 -1264621.350878
2701 157 586103.457029 546214.486088 23717.250370 16171.720571 1916411.052078 0.000000 -1330307.595049
2701 156 522355.859539 485788.949546 24880.920808 11685.989185 1786803.010634 0.000000 -1264447.151095
2761 157 632824.699313 594182.943263 23717.250370 14924.505680 1962945.551681 0.000000 -1330120.852368
2761 156 565464.848258 530528.468558 24880.920808 10055.458892 1829751.313442 0.000000 -1264286.465184
2821 157 679086.871118 642122.109161 23717.250370 13247.511587 2009029.710183 0.000000 -1329942.839065
2821 156 608944.374951 575200.272175 24880.920808 8863.181969 1873077.060788 0.000000 -1264132.685836
2881 157 725607.897937 690092.351917 23717.250370 11798.295650 2055382.304225 0.000000 -1329774.406289
2881 156 652758.063283 619938.005606 24880.920808 7939.136870 1916743.266015 0.000000 -1263985.202732
2941 157 771170.162104 738031.596428 23717.250370 9421.315306 2100785.510943 0.000000 -1329615.348839
2941 156 696804.409353 664609.730609 24880.920808 7313.757936 1960647.896150 0.000000 -1263843.486798
3001 157 816849.179051 786059.005823 23717.250370 7072.922859 2146319.104153 0.000000 -1329469.925102
3001 156 740008.097569 709290.297402 24880.920808 5836.879360 2003714.969694 0.000000 -1263706.872125
3061 157 863197.892293 833874.366687 23717.250370 5606.275236 2192538.248313 0.000000 -1329340.356020
3061 156 783549.384261 754085.906052 24880.920808 4582.557401 2047129.620185 0.000000 -1263580.235924
3121 157 909935.188824 881789.303067 23717.250370 4428.635387 2239153.983263 0.000000 -1329218.794439
3121 156 827465.456565 798878.945859 24880.920808 3705.589898 2090925.525092 0.000000 -1263460.068527
3181 157 956911.492141 929636.363091 23717.250370 3557.878681 2286016.021266 0.000000 -1329104.529125
3181 156 870802.070669 843642.855350 24880.920808 2278.294511 2134150.971724 0.000000 -1263348.901055
3241 157 1004055.568009 977640.176103 23717.250370 2698.141537 2333050.673825 0.000000 -1328995.105816
3241 156 914933.823978 888347.018525 24880.920808 1705.884646 2178175.766613 0.000000 -1263241.942635
3301 157 1051421.568468 1025655.645068 23717.250370 2048.673031 2380311.452086 0.000000 -1328889.883617
3301 156 959240.902093 932942.519074 24880.920808 1417.462211 2222379.460371 0.000000 -1263138.558278
3361 157 1098829.291237 1073704.241107 23717.250370 1407.799760 2427620.061004 0.000000 -1328790.769767
3361 156 1003538.669847 977601.899222 24880.920808 1055.849818 2266576.542056 0.000000 -1263037.872209
3421 157 1146710.795359 1121595.468073 23717.250370 1398.076916 2475403.826688 0.000000 -1328693.031329
3421 156 1047901.601035 1022321.641771 24880.920808 699.038456 2310841.037187 0.000000 -1262939.436153
3481 157 1193989.562426 1169578.165403 23717.250370 694.146654 2522587.100581 0.000000 -1328597.538155
3481 156 1092274.914761 1067046.920628 24880.920808 347.073325 2355118.134800 0.000000 -1262843.220039
3541 157 1241596.123999 1217534.261490 23717.250370 344.612139 2570100.384048 0.000000 -1328504.260050
3541 156 1136582.714863 1111701.794055 24880.920808 0.000000 2399331.908380 0.000000 -1262749.193517
