IT_NO ID TOTAL_ASSETS LIQUIDITY LOANS MORTGAGES DEPOSITS CENTRALBANK_DEBT EQUITY
1021 156 47030.091834 0.000000 23150.040381 23880.051453 590600.183879 705111.264506 -1248681.356551
1081 157 45091.541297 0.000000 23359.520614 21732.020683 684024.781652 704648.970537 -1343582.210892
1081 156 44974.594588 0.000000 23150.040381 21824.554207 634183.029406 663421.678770 -1252630.113588
1141 157 44915.554419 0.000000 23359.520614 21556.033805 732016.014432 659781.905797 -1346882.365810
1141 156 44877.807231 0.000000 23150.040381 21727.766850 679086.733764 621515.079333 -1255724.005866
1201 157 44576.951463 0.000000 23359.520614 21217.430848 780362.143003 614415.791731 -1350200.983271
1201 156 44780.414954 0.000000 23150.040381 21630.374573 723707.176540 579682.208483 -1258608.970069
1261 157 44480.854485 0.000000 23359.520614 21121.333870 828236.315361 569297.394291 -1353052.855168
1261 156 44682.413975 0.000000 23150.040381 21532.373594 768808.187660 537159.604934 -1261285.378618
1321 157 44384.177063 0.000000 23359.520614 21024.656449 876386.217531 523677.695132 -1355679.735600
1321 156 44583.800490 0.000000 23150.040381 21433.760108 813637.489047 494696.098099 -1263749.786657
1381 157 44463.295401 0.000000 23695.077955 20768.217446 924494.540223 478048.543193 -1358079.788015
1381 156 44484.570670 0.000000 23150.040381 21334.530289 858349.878810 452137.185355 -1266002.493495
1441 157 44207.740340 0.000000 23695.077955 20512.662385 972675.832620 431783.943706 -1360252.035986
1441 156 44384.720664 0.000000 23150.040381 21234.680283 903155.782464 409271.964156 -1268043.025956
1501 157 44110.740139 0.000000 23695.077955 20415.662185 1020855.316022 385449.319139 -1362193.895022
1501 156 44047.755496 0.000000 23150.040381 20897.715115 947981.469665 365937.132277 -1269870.846445
1561 157 44013.133688 0.000000 23695.077955 20318.055733 1069204.424000 338713.396875 -1363904.687187
1561 156 43633.975653 0.000000 23150.040381 20483.935272 992661.160759 322457.237469 -1271484.422575
1621 157 43914.917196 0.000000 23695.077955 20219.839242 1117431.565168 291865.761809 -1365382.409780
1621 156 43378.756558 0.000000 23150.040381 20228.716176 1037524.638352 278735.989721 -1272881.871515
1681 157 43816.086851 0.000000 23695.077955 20121.008897 1165774.190891 244668.404013 -1366626.508052
1681 156 43124.447853 0.000000 23150.040381 19974.407472 1082373.475547 234813.606945 -1274062.634639
1741 157 43562.027846 0.000000 23695.077955 19866.949891 1213903.722655 197293.866124 -1367635.560934
1741 156 42793.754523 0.000000 23150.040381 19643.714142 1127108.956724 190710.818903 -1275026.021104
1801 157 43308.896071 0.000000 23695.077955 19613.818116 1262061.190655 149656.710701 -1368409.005285
1801 156 42695.521880 0.000000 23150.040381 19545.481499 1172150.262793 146315.248422 -1275769.989334
1861 157 43056.702162 0.000000 23695.077955 19361.624207 1310177.455331 101825.413257 -1368946.166426
1861 156 42443.617934 0.000000 23150.040381 19293.577552 1216984.541923 101751.669676 -1276292.593665
1921 157 42577.046977 0.000000 23695.077955 18881.969023 1358035.975406 53787.295543 -1369246.223972
1921 156 41964.254523 0.000000 23150.040381 18814.214142 1261724.879898 56834.923475 -1276595.548850
1981 157 42100.718224 0.000000 23695.077955 18405.640270 1405983.740496 5426.855509 -1369309.877781
1981 156 41715.445740 0.000000 23150.040381 18565.405358 1306517.663570 11873.738619 -1276675.956449
2041 157 84778.675351 43163.605629 23695.077955 17919.991766 1453912.295547 0.000000 -1369133.620196
2041 156 74889.663145 33422.046602 23150.040381 18317.576162 1351422.457444 0.000000 -1276532.794300
2101 157 133049.406713 91828.905641 23695.077955 17525.423117 1501982.798294 0.000000 -1368933.391582
2101 156 119852.260593 78631.482575 23150.040381 18070.737637 1396184.071329 0.000000 -1276331.810735
2161 157 181461.653368 140484.010274 23695.077955 17282.565140 1550196.966787 0.000000 -1368735.313419
2161 156 163644.371573 123949.127272 23150.040381 16545.203919 1439778.977881 0.000000 -1276134.606309
2221 157 229166.133184 189035.821691 23695.077955 16435.233538 1597706.644809 0.000000 -1368540.511625
2221 156 207839.738762 169272.051841 23150.040381 15417.646541 1483786.609687 0.000000 -1275946.870925
2281 157 276463.930239 237615.765298 23695.077955 15153.086986 1644815.799794 0.000000 -1368351.869555
2281 156 251968.357958 214664.857563 23150.040381 14153.460014 1527733.754967 0.000000 -1275765.397009
2341 157 324024.135767 286151.951897 23695.077955 14177.105915 1692194.182615 0.000000 -1368170.046848
2341 156 296788.525756 260003.406950 23150.040381 13635.078425 1572379.111816 0.000000 -1275590.586059
2401 157 370868.923129 334838.261983 23695.077955 12335.583190 1738865.630930 0.000000 -1367996.707801
2401 156 340892.539666 305289.846192 23150.040381 12452.653093 1616314.353231 0.000000 -1275421.813565
2461 157 418184.686807 383395.942085 23695.077955 11093.666767 1786016.807746 0.000000 -1367832.120940
2461 156 384060.297178 350606.902077 23150.040381 10303.354720 1659321.317285 0.000000 -1275261.020107
2521 157 465364.384762 432045.200065 23695.077955 9624.106743 1833041.914575 0.000000 -1367677.529813
2521 156 428459.685722 395930.393426 23150.040381 9379.251914 1703571.762712 0.000000 -1275112.076990
2581 157 513111.297300 480576.477552 23695.077955 8839.741793 1880642.247471 0.000000 -1367530.950171
2581 156 472148.143144 441273.851924 23150.040381 7724.250839 1747117.490113 0.000000 -1274969.346969
2641 157 561086.009905 529125.760918 23695.077955 8265.171032 1928474.423309 0.000000 -1367388.413404
2641 156 516885.076332 486697.317887 23150.040381 7037.718064 1791721.125555 0.000000 -1274836.049223
2701 157 608652.544745 577626.614267 23695.077955 7330.852523 1975902.299220 0.000000 -1367249.754475
2701 156 561119.489492 532071.200524 23150.040381 5898.248587 1835826.076009 0.000000 -1274706.586517
2761 157 657259.325936 626277.518697 23695.077955 7286.729284 2024374.406041 0.000000 -1367115.080105
2761 156 605314.531319 577393.045423 23150.040381 4771.445515 1879899.285663 0.000000 -1274584.754344
2821 157 705841.449827 674904.041596 23695.077955 7242.330276 2072822.131331 0.000000 -1366980.681504
2821 156 649367.525616 622641.258510 23150.040381 3576.226725 1923838.089924 0.000000 -1274470.564308
2881 157 753394.082696 723579.289497 23695.077955 6119.715244 2120243.339758 0.000000 -1366849.257063
2881 156 693487.987764 667938.759938 23150.040381 2399.187444 1967850.594517 0.000000 -1274362.606753
2941 157 801073.954085 772161.225871 23695.077955 5217.650259 2167797.313310 0.000000 -1366723.359225
2941 156 738477.851539 713231.559550 23150.040381 2096.251608 2012739.254388 0.000000 -1274261.402849
3001 157 848258.165983 820809.069804 23695.077955 3754.018224 2214864.857720 0.000000 -1366606.691738
3001 156 783503.276672 758556.464947 23150.040381 1796.771344 2057665.965487 0.000000 -1274162.688815
3061 157 895728.760849 869440.880078 23695.077955 2592.802817 2262225.517840 0.000000 -1366496.756991
3061 156 827881.808026 803799.390658 23150.040381 932.376987 2101948.838778 0.000000 -1274067.030752
3121 157 943556.496417 918132.959426 23695.077955 1728.459036 2309950.561566 0.000000 -1366394.065149
3121 156 872873.981895 849080.060639 23150.040381 643.880875 2146848.372639 0.000000 -1273974.390744
3181 157 991783.616085 966651.917527 23695.077955 1436.620603 2358078.021823 0.000000 -1366294.405738
3181 156 917945.034055 894435.838524 23150.040381 359.155150 2191829.764370 0.000000 -1273884.730316
3241 157 1040040.678951 1015275.292706 23695.077955 1070.308291 2406237.249268 0.000000 -1366196.570317
3241 156 963292.022485 939785.212675 23150.040381 356.769429 2237087.695429 0.000000 -1273795.672944
3301 157 1088271.981939 1063868.166385 23695.077955 708.737599 2454374.492826 0.000000 -1366102.510887
3301 156 1008571.484159 985067.074980 23150.040381 354.368798 2282278.114643 0.000000 -1273706.630484
3361 157 1136929.224845 1112530.240563 23695.077955 703.906328 2502938.449580 0.000000 -1366009.224735
3361 156 1053879.743676 1030377.750133 23150.040381 351.953162 2327497.346704 0.000000 -1273617.603028
3421 157 1185613.744172 1161219.621356 23695.077955 699.044861 2551529.712950 0.000000 -1365915.968778
3421 156 1098713.145706 1075563.105324 23150.040381 0.000000 2372241.736375 0.000000 -1273528.590669
3481 157 1234263.574781 1209874.343816 23695.077955 694.153011 2600086.317986 0.000000 -1365822.743205
3481 156 1144031.172575 1120881.132194 23150.040381 0.000000 2417472.950593 0.000000 -1273441.778018
3541 157 1282468.938752 1258429.245502 23695.077955 344.615295 2648199.933110 0.000000 -1365730.994358
3541 156 1189351.006874 1166200.966493 23150.040381 0.000000 2462705.972241 0.000000 -1273354.965366
