IT_NO ID TOTAL_ASSETS LIQUIDITY LOANS MORTGAGES DEPOSITS CENTRALBANK_DEBT EQUITY
2221 157 225879.154278 181900.684847 23168.973050 20809.496382 1578040.460961 0.000000 -1352161.306683
2221 156 195394.325197 148278.456829 24612.932447 22502.935920 1469244.571601 0.000000 -1273850.246405
2281 157 272664.142201 229844.330211 23168.973050 19650.838940 1624610.668279 0.000000 -1351946.526078
2281 156 238414.887172 193204.301032 24612.932447 20597.653693 1512035.461344 0.000000 -1273620.574172
2341 157 319858.004022 277965.999810 23168.973050 18723.031162 1671595.929858 0.000000 -1351737.925836
2341 156 282353.442334 238149.154359 24612.932447 19591.355528 1555756.259831 0.000000 -1273402.817497
2401 157 366440.330512 325965.697622 23168.973050 17305.659840 1717977.103359 0.000000 -1351536.772847
2401 156 325873.887747 283018.946114 24612.932447 18242.009186 1599064.710380 0.000000 -1273190.822633
2461 157 413601.795485 374022.789834 23168.973050 16410.032601 1764946.106564 0.000000 -1351344.311079
2461 156 368725.650425 328028.376829 24612.932447 16084.341149 1641713.554588 0.000000 -1272987.904163
2521 157 460372.696320 422065.287098 23168.973050 15138.436173 1811530.631861 0.000000 -1351157.935541
2521 156 411946.650813 372855.369132 24612.932447 14478.349234 1684744.901048 0.000000 -1272798.250236
2581 157 507197.581114 470065.096909 23168.973050 13963.511155 1858178.122919 0.000000 -1350980.541805
2581 156 455603.289030 417922.082247 24612.932447 13068.274336 1728223.231789 0.000000 -1272619.942759
2641 157 554479.571907 518153.378955 23168.973050 13157.219902 1905287.027952 0.000000 -1350807.456045
2641 156 498633.603403 462703.289768 24612.932447 11317.381188 1771083.974980 0.000000 -1272450.371578
2701 157 601417.671804 566314.620118 23168.973050 11934.078636 1952058.856238 0.000000 -1350641.184433
2701 156 542244.103757 507608.571532 24612.932447 10022.599778 1814533.842639 0.000000 -1272289.738882
2761 157 648284.611920 614262.409812 23168.973050 10853.229059 1998767.054160 0.000000 -1350482.442240
2761 156 585579.959085 552530.271405 24612.932447 8436.755234 1857716.873052 0.000000 -1272136.913966
2821 157 694882.742950 662384.292495 23168.973050 9329.477406 2045212.913010 0.000000 -1350330.170060
2821 156 629376.991023 597474.911648 24612.932447 7289.146928 1901371.174709 0.000000 -1271994.183685
2881 157 741419.773497 710427.598579 23168.973050 7823.201869 2091607.787345 0.000000 -1350188.013847
2881 156 672709.206334 642301.095131 24612.932447 5795.178756 1944567.964216 0.000000 -1271858.757882
2941 157 786035.223771 758547.503750 23168.973050 4318.746971 2136097.721462 0.000000 -1350062.497691
2941 156 715891.821175 687247.712886 24612.932447 4031.175842 1987626.286759 0.000000 -1271734.465584
3001 157 832033.046913 806575.160752 23168.973050 2288.913111 2181985.867452 0.000000 -1349952.820539
3001 156 758991.391006 732089.545451 24612.932447 2288.913107 2030612.562686 0.000000 -1271621.171680
3061 157 878547.836307 854810.278382 23168.973050 568.584875 2228403.044058 0.000000 -1349855.207752
3061 156 803239.637807 776920.950748 24612.932447 1705.754612 2074756.589284 0.000000 -1271516.951478
3121 157 926489.559410 902755.690477 23168.973050 564.895883 2276254.329857 0.000000 -1349764.770447
3121 156 847305.397603 821845.028220 24612.932447 847.436937 2118721.758722 0.000000 -1271416.361118
3181 157 973911.263199 950742.290145 23168.973050 0.000004 2323585.619398 0.000000 -1349674.356199
3181 156 891537.883925 866924.951478 24612.932447 0.000000 2162857.238693 0.000000 -1271319.354768
3241 157 1021965.042910 998796.069857 23168.973050 0.000004 2371552.515460 0.000000 -1349587.472550
3241 156 936353.593781 911740.661333 24612.932447 0.000000 2207580.650052 0.000000 -1271227.056271
3301 157 1070092.642852 1046923.669798 23168.973050 0.000004 2419593.231753 0.000000 -1349500.588901
3301 156 981292.516766 956679.584318 24612.932447 0.000000 2252427.274540 0.000000 -1271134.757775
3361 157 1118112.482691 1094943.509638 23168.973050 0.000004 2467526.187944 0.000000 -1349413.705252
3361 156 1026142.166493 1001529.234045 24612.932447 0.000000 2297184.625771 0.000000 -1271042.459278
3421 157 1166120.158775 1142951.185721 23168.973050 0.000004 2515446.980378 0.000000 -1349326.821603
3421 156 1071201.013336 1046588.080889 24612.932447 0.000000 2342151.174117 0.000000 -1270950.160781
3481 157 1214077.722992 1190908.749938 23168.973050 0.000004 2563317.660947 0.000000 -1349239.937955
3481 156 1116112.938686 1091500.006238 24612.932447 0.000000 2386970.800970 0.000000 -1270857.862284
3541 157 1262027.553243 1238858.580190 23168.973050 0.000004 2611180.607549 0.000000 -1349153.054306
3541 156 1161229.631361 1136616.698914 24612.932447 0.000000 2431995.195149 0.000000 -1270765.563788
