IT_NO UNEMPLOYMENT_RATE LABOUR_TAX_RATE CAPITAL_TAX_RATE GOV_GENERAL_BENEFIT_RATE LABOUR_TAX_INCOME CAPITAL_TAX_INCOME CENTRALBANK_INCOME UNEMPLOYMENT_BENEFITS GENERAL_BENEFITS LIQUIDITY DEBT
2281 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -2274670.627462 0.000000
2341 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -2367210.691688 0.000000
2401 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -2459847.007582 0.000000
2461 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -2552387.071808 0.000000
2521 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -2645023.387703 0.000000
2581 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -2737563.451929 0.000000
2641 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -2830199.767823 0.000000
2701 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -2922739.832049 0.000000
2761 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -3015376.147944 0.000000
2821 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -3107916.212170 0.000000
2881 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -3200552.528064 0.000000
2941 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -3293092.592290 0.000000
3001 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -3385728.908185 0.000000
3061 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -3478268.972411 0.000000
3121 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -3570905.288305 0.000000
3181 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -3663445.352531 0.000000
3241 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -3756081.668426 0.000000
3301 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -3848621.732652 0.000000
3361 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -3941258.048546 0.000000
3421 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -4033798.112772 0.000000
3481 0.960875 0.200000 0.200000 0.300000 939.000000 77.184106 0.000000 57652.500000 36000.000000 -4126434.428667 0.000000
3541 0.960875 0.200000 0.200000 0.300000 939.000000 173.435774 0.000000 57652.500000 36000.000000 -4218974.492893 0.000000
