IT_NO ID TOTAL_ASSETS LIQUIDITY LOANS MORTGAGES DEPOSITS CENTRALBANK_DEBT EQUITY
1501 157 58774.585090 0.000000 22172.924817 36601.660273 984755.076358 412325.253385 -1338305.744652
1501 156 59670.821129 0.000000 25123.703507 34547.117622 915675.633740 396049.421955 -1252054.234566
1561 157 58442.653551 0.000000 22172.924817 36269.728734 1032090.820206 366407.623879 -1340055.790534
1561 156 59348.703476 0.000000 25123.703507 34224.999968 959844.191167 353228.860611 -1253724.348302
1621 157 58111.148199 0.000000 22172.924817 35938.223381 1079296.328701 320392.813879 -1341577.994381
1621 156 59038.706664 0.000000 25291.482177 33747.224486 1003631.511653 310589.567478 -1255182.372467
1681 157 57935.457000 0.000000 22172.924817 35762.532183 1126751.201207 274056.451879 -1342872.196086
1681 156 58718.336657 0.000000 25291.482177 33426.854479 1047847.745762 267300.147988 -1256429.557093
1741 157 57294.834818 0.000000 22172.924817 35121.910000 1173743.876120 227488.067587 -1343937.108889
1741 156 58553.085599 0.000000 25291.482177 33261.603421 1091835.753978 224179.628555 -1257462.296935
1801 157 57119.263788 0.000000 22172.924817 34946.338971 1221382.398165 180508.754444 -1344771.888822
1801 156 58232.965140 0.000000 25291.482177 32941.482963 1135876.845356 180636.586782 -1258280.466998
1861 157 56636.480739 0.000000 22172.924817 34463.555922 1268382.048248 133627.622491 -1345373.190000
1861 156 57913.363869 0.000000 25291.482177 32621.881692 1179868.527757 136927.758717 -1258882.922605
1921 157 55775.046792 0.000000 22172.924817 33602.121975 1315131.175562 86388.088564 -1345744.217333
1921 156 57365.880026 0.000000 25291.482177 32074.397849 1223895.813756 92739.376154 -1259269.309884
1981 157 55361.328653 0.000000 22172.924817 33188.403836 1362328.037380 38916.287319 -1345882.996045
1981 156 56215.361693 0.000000 25291.482177 30923.879516 1266944.787538 48711.127999 -1259440.553844
2041 157 63722.630283 8836.270940 22172.924817 32713.434525 1409510.578549 0.000000 -1345787.948266
2041 156 55902.924527 0.000000 25291.482177 30611.442350 1311177.786767 4121.129938 -1259395.992178
2101 157 110610.661523 56721.780815 22172.924817 31715.955891 1456113.199923 0.000000 -1345502.538400
2101 156 95135.112681 40368.441262 25291.482177 29475.189241 1354267.586534 0.000000 -1259132.473853
2161 157 157698.993079 104725.286196 22172.924817 30800.782066 1502921.563518 0.000000 -1345222.570439
2161 156 139232.748485 85145.629277 25291.482177 28795.637030 1398088.345264 0.000000 -1258855.596779
2221 157 204026.877617 152554.430773 22172.924817 29299.522027 1548976.900691 0.000000 -1344950.023074
2221 156 182901.996964 129712.171425 25291.482177 27898.343362 1441484.330948 0.000000 -1258582.333984
2281 157 251130.720326 200568.491070 22172.924817 28389.304439 1595817.150722 0.000000 -1344686.430395
2281 156 226336.107735 174478.804524 25291.482177 26565.821033 1484652.168696 0.000000 -1258316.060961
2341 157 297157.274663 248377.621107 22172.924817 26606.728739 1641586.707375 0.000000 -1344429.432712
2341 156 270408.842732 219065.361211 25291.482177 26051.999343 1528464.638690 0.000000 -1258055.795958
2401 157 342514.882075 296315.046001 22172.924817 24026.911257 1686700.629247 0.000000 -1344185.747171
2401 156 313793.651113 263908.629713 25291.482177 24593.539222 1571595.445156 0.000000 -1257801.794044
2461 157 388691.419254 344150.287941 22172.924817 22368.206496 1732647.950990 0.000000 -1343956.531735
2461 156 355653.147592 308469.074498 25291.482177 21892.590917 1613212.109977 0.000000 -1257558.962385
2521 157 434171.765783 392149.781155 22172.924817 19849.059811 1777907.613262 0.000000 -1343735.847478
2521 156 398482.476819 353250.274680 25291.482177 19940.719962 1655814.349033 0.000000 -1257331.872214
2581 157 479626.524157 439977.247439 22172.924817 17476.351901 1823161.823649 0.000000 -1343535.299491
2581 156 441549.246683 397818.495120 25291.482177 18439.269386 1698664.850491 0.000000 -1257115.603808
2641 157 526585.549575 487976.979454 22172.924817 16435.645303 1869931.509229 0.000000 -1343345.959654
2641 156 484713.914670 442599.456501 25291.482177 16822.975992 1741621.719370 0.000000 -1256907.804699
2701 157 573694.279683 535832.628795 22172.924817 15688.726071 1916856.198769 0.000000 -1343161.919085
2701 156 527277.065678 487139.493884 25291.482177 14846.089616 1783990.325962 0.000000 -1256713.260284
2761 157 620289.642152 583754.571516 22172.924817 14362.145818 1963273.383339 0.000000 -1342983.741188
2761 156 570673.436269 531998.244560 25291.482177 13383.709532 1827201.328176 0.000000 -1256527.891907
2821 157 665987.077881 631580.895105 22172.924817 12233.257959 2008802.136924 0.000000 -1342815.059043
2821 156 614659.735142 576567.607695 25291.482177 12800.645270 1871011.238271 0.000000 -1256351.503129
2881 157 712722.512755 679550.532946 22172.924817 10999.054992 2055377.965467 0.000000 -1342655.452712
2881 156 658012.457798 621378.663250 25291.482177 11342.312371 1914190.183127 0.000000 -1256177.725328
2941 157 759072.112228 727327.959023 22172.924817 9571.228388 2101578.690898 0.000000 -1342506.578671
2941 156 700832.188685 665996.923898 25291.482177 9543.782610 1956847.803279 0.000000 -1256015.614594
3001 157 805222.438514 775255.566624 22172.924817 7793.947072 2147590.847703 0.000000 -1342368.409189
3001 156 742767.647536 710850.009693 25291.482177 6626.155666 1998637.160367 0.000000 -1255869.512831
3061 157 851583.590340 823088.175088 22172.924817 6322.490435 2193822.523866 0.000000 -1342238.933526
3061 156 785582.816330 755413.087953 25291.482177 4878.246200 2041320.244734 0.000000 -1255737.428404
3121 157 897514.631248 871037.069423 22172.924817 4304.637008 2239633.269672 0.000000 -1342118.638423
3121 156 829253.474286 800244.887014 25291.482177 3717.105095 2084867.939322 0.000000 -1255614.465035
3181 157 944786.159486 918617.530349 22172.924817 3995.704320 2286795.334087 0.000000 -1342009.174601
3181 156 872922.021208 845060.112812 25291.482177 2570.426219 2128419.587757 0.000000 -1255497.566549
3241 157 991203.242816 966532.931992 22172.924817 2497.386007 2333106.797543 0.000000 -1341903.554727
3241 156 916777.875149 889925.404566 25291.482177 1560.988406 2172168.695953 0.000000 -1255390.820803
3301 157 1038858.474419 1014204.968015 22172.924817 2480.581586 2380663.272015 0.000000 -1341804.797596
3301 156 960649.275040 934649.055267 25291.482177 708.737596 2215937.238259 0.000000 -1255287.963219
3361 157 1086106.352197 1062173.661566 22172.924817 1759.765814 2427815.450763 0.000000 -1341709.098566
3361 156 1005456.443615 979461.055113 25291.482177 703.906325 2260645.134165 0.000000 -1255188.690551
3421 157 1133142.286094 1109920.793987 22172.924817 1048.567290 2474757.970892 0.000000 -1341615.684798
3421 156 1050100.136451 1024109.609416 25291.482177 699.044858 2305189.584529 0.000000 -1255089.448078
3481 157 1180813.278219 1157946.200391 22172.924817 694.153011 2522339.989174 0.000000 -1341526.710956
3481 156 1094503.455089 1068864.896408 25291.482177 347.076504 2349494.419251 0.000000 -1254990.964161
3541 157 1228283.978509 1205766.438397 22172.924817 344.615295 2569724.648693 0.000000 -1341440.670184
3541 156 1139076.442595 1113440.345126 25291.482177 344.615292 2393970.394470 0.000000 -1254893.951875
